customer_id,customer_type,specialty,practice_size,monthly_patient_volume,scheduling_need,patient_communication_need,analytics_need,claims_automation_need,practice_management_need,willingness_to_pay,price_sensitivity
C05132,Solo Provider,Therapy,1,147,0.685,0.391,0.445,0.394,0.044,57.3,0.783
C05133,Solo Provider,Therapy,1,71,0.853,0.599,0.24,0.37,0.365,63.06,0.922
C05134,Solo Provider,Psychiatry,1,139,0.68,0.607,0.464,0.837,0.355,71.67,0.774
C05135,Group Practice,Counseling,13,1055,0.466,0.337,0.536,0.857,0.759,183.13,0.338
C05136,Small Practice,Psychiatry,5,220,0.591,0.886,0.639,0.621,0.45,127.31,0.494
C05137,Solo Provider,Psychiatry,1,98,0.761,0.517,0.367,0.596,0.533,60.84,0.972
C05138,Solo Provider,Counseling,1,170,0.676,0.273,0.096,0.601,0.24,44.85,0.603
C05139,Solo Provider,Counseling,1,87,0.758,0.355,0.65,0.394,0.409,66.49,0.804
C05140,Group Practice,Psychiatry,13,1788,0.696,0.698,0.615,0.673,0.749,195.27,0.403
C05141,Small Practice,Therapy,4,405,0.914,0.397,0.706,0.458,0.739,121.92,0.694
C05142,Small Practice,Psychology,2,229,0.802,0.772,0.459,0.654,0.0,96.39,0.586
C05143,Solo Provider,Psychology,1,91,0.775,0.825,0.427,0.446,0.499,78.64,0.915
C05144,Group Practice,Counseling,7,524,1.0,0.664,0.587,0.862,0.705,168.5,0.521
C05145,Solo Provider,Counseling,1,172,0.778,1.0,0.907,0.41,0.496,74.69,0.719
C05146,Group Practice,Psychology,6,1428,0.95,0.693,0.584,0.58,0.514,161.2,0.491
C05147,Group Practice,Therapy,10,860,0.501,0.36,0.629,0.481,0.677,151.46,0.474
C05148,Solo Provider,Therapy,1,144,0.638,0.268,0.293,0.429,0.226,66.99,0.988
C05149,Group Practice,Psychology,15,1537,0.914,0.475,0.625,0.825,0.453,192.18,0.519
C05150,Solo Provider,Psychology,1,78,0.97,0.732,0.484,0.257,0.4,65.26,0.752
C05151,Small Practice,Psychiatry,3,381,0.774,0.472,0.527,0.359,0.134,100.18,0.616
C05152,Solo Provider,Psychiatry,1,116,0.583,0.675,0.411,0.336,0.452,68.98,0.735
C05153,Solo Provider,Psychology,1,120,0.721,0.762,0.518,0.664,0.465,82.79,0.83
C05154,Solo Provider,Psychiatry,1,101,0.644,0.744,0.468,0.827,0.409,75.78,0.671
C05155,Solo Provider,Therapy,1,63,0.809,0.784,0.374,0.336,0.388,55.4,0.71
C05156,Solo Provider,Counseling,1,148,0.624,0.762,0.242,0.384,0.728,83.61,0.995
C05157,Solo Provider,Psychiatry,1,141,0.813,0.581,0.059,0.415,0.297,65.64,0.803
C05158,Small Practice,Psychiatry,3,224,0.705,0.469,0.466,0.645,0.387,108.46,0.57
C05159,Solo Provider,Therapy,1,99,0.529,0.492,0.527,0.379,0.315,61.85,0.802
C05160,Solo Provider,Psychiatry,1,134,0.749,0.485,0.713,0.444,0.459,65.6,0.873
C05161,Large Practice,Counseling,30,1514,0.809,0.394,0.71,0.963,0.86,291.69,0.229
C05162,Group Practice,Therapy,6,948,1.0,0.833,0.416,0.519,0.548,161.76,0.352
C05163,Solo Provider,Therapy,1,159,0.655,0.491,0.629,0.391,0.351,84.44,0.812
C05164,Solo Provider,Therapy,1,99,1.0,0.585,0.432,0.671,0.656,90.99,0.774
C05165,Small Practice,Therapy,3,497,0.586,0.647,0.489,0.361,0.429,103.7,0.658
C05166,Small Practice,Psychology,5,252,0.6,1.0,0.558,0.781,0.506,105.0,0.801
C05167,Solo Provider,Psychiatry,1,61,0.687,0.569,0.379,0.557,0.331,61.72,0.657
C05168,Small Practice,Counseling,2,560,0.832,0.39,0.403,0.396,0.498,110.68,0.595
C05169,Solo Provider,Psychiatry,1,73,0.773,0.849,0.285,0.47,0.431,51.79,0.82
C05170,Solo Provider,Psychology,1,77,0.804,0.659,0.484,0.474,0.0,68.03,0.855
C05171,Small Practice,Therapy,5,564,0.477,0.554,0.674,0.491,0.443,109.91,0.617
C05172,Small Practice,Psychiatry,5,186,0.67,0.847,0.387,0.513,0.598,114.83,0.725
C05173,Group Practice,Psychiatry,8,1663,0.756,0.609,0.735,0.516,0.345,161.68,0.312
C05174,Solo Provider,Therapy,1,142,0.593,0.438,0.521,0.351,0.45,95.32,0.872
C05175,Solo Provider,Psychiatry,1,98,0.632,0.621,0.353,0.313,0.305,46.61,0.722
C05176,Solo Provider,Psychiatry,1,167,0.539,0.752,0.593,0.365,0.578,68.7,0.84
C05177,Solo Provider,Psychiatry,1,166,0.433,0.342,0.701,0.736,0.608,89.75,0.986
C05178,Solo Provider,Psychology,1,172,0.784,0.527,0.501,0.639,0.483,46.88,0.787
C05179,Small Practice,Counseling,4,510,0.771,0.559,0.61,0.341,0.626,124.51,0.556
C05180,Small Practice,Counseling,4,231,0.791,0.482,0.509,0.731,0.557,102.45,0.568
C05181,Small Practice,Therapy,4,513,0.431,0.5,0.382,0.292,0.391,95.79,0.647
C05182,Solo Provider,Psychology,1,111,0.58,0.546,0.417,0.651,0.266,61.18,0.632
C05183,Solo Provider,Counseling,1,168,0.458,0.578,0.332,0.499,0.431,70.07,0.746
C05184,Small Practice,Counseling,2,252,0.66,0.594,0.451,0.29,0.112,92.75,0.762
C05185,Solo Provider,Psychiatry,1,62,0.619,0.841,0.895,0.257,0.362,49.39,0.867
C05186,Group Practice,Counseling,15,1249,0.843,0.64,0.571,0.401,0.669,173.91,0.31
C05187,Solo Provider,Counseling,1,154,0.649,0.452,0.323,0.673,0.393,71.63,0.802
C05188,Small Practice,Psychiatry,5,472,0.755,0.727,0.371,0.661,0.475,129.05,0.676
C05189,Group Practice,Counseling,13,917,0.561,0.673,0.647,0.468,0.28,186.35,0.443
C05190,Small Practice,Psychology,3,540,0.742,0.933,0.521,0.502,0.435,89.87,0.577
C05191,Small Practice,Counseling,2,349,0.628,0.806,0.263,0.358,0.507,94.93,0.614
C05192,Small Practice,Psychology,5,452,0.99,0.751,0.563,0.594,0.501,108.37,0.835
C05193,Solo Provider,Counseling,1,97,0.725,0.655,0.601,0.802,0.28,73.77,0.845
C05194,Small Practice,Counseling,3,416,0.846,0.931,0.618,0.429,0.2,88.78,0.714
C05195,Group Practice,Counseling,15,1404,0.731,0.782,0.625,0.645,0.603,184.79,0.358
C05196,Large Practice,Psychiatry,29,3140,0.81,1.0,0.894,1.0,0.833,329.21,0.165
C05197,Solo Provider,Psychology,1,122,0.842,0.689,0.643,0.501,0.193,95.49,0.734
C05198,Solo Provider,Psychology,1,147,0.748,1.0,0.41,0.633,0.175,94.24,0.803
C05199,Small Practice,Counseling,2,447,0.596,0.799,0.497,0.846,0.35,108.13,0.657
C05200,Small Practice,Psychiatry,2,580,0.505,0.4,0.0,0.51,0.191,99.16,0.596
C05201,Solo Provider,Psychiatry,1,134,0.803,0.366,0.362,0.808,0.304,96.19,0.929
C05202,Solo Provider,Psychology,1,69,0.637,0.53,0.141,0.562,0.425,80.27,0.877
C05203,Solo Provider,Counseling,1,150,0.981,0.599,0.52,0.501,0.252,69.85,0.68
C05204,Solo Provider,Counseling,1,113,0.555,0.61,0.403,0.45,0.098,69.14,0.483
C05205,Solo Provider,Therapy,1,131,0.316,0.725,0.498,0.287,0.503,76.64,0.914
C05206,Solo Provider,Counseling,1,173,0.962,0.83,0.34,0.515,0.426,66.96,0.952
C05207,Solo Provider,Counseling,1,168,0.452,0.807,0.496,0.365,0.484,50.5,0.766
C05208,Group Practice,Therapy,14,1453,0.391,0.676,0.643,0.389,0.651,201.33,0.381
C05209,Solo Provider,Therapy,1,177,0.851,0.69,0.091,0.418,0.273,63.04,0.921
C05210,Solo Provider,Therapy,1,149,0.853,0.944,0.684,0.605,0.327,73.2,0.843
C05211,Solo Provider,Counseling,1,77,0.818,0.548,0.601,0.52,0.426,66.77,0.68
C05212,Solo Provider,Counseling,1,127,0.673,0.228,0.28,0.57,0.594,60.7,0.777
C05213,Large Practice,Psychology,16,4607,0.702,0.784,0.646,0.623,0.761,260.04,0.367
C05214,Group Practice,Psychology,14,1707,0.45,0.373,0.565,0.722,0.352,182.69,0.29
C05215,Solo Provider,Psychiatry,1,176,0.935,0.846,0.189,0.579,0.511,67.71,0.75
C05216,Solo Provider,Counseling,1,147,0.773,0.718,0.574,0.549,0.274,58.91,0.755
C05217,Solo Provider,Therapy,1,108,0.631,0.751,0.349,0.694,0.22,75.89,0.82
C05218,Solo Provider,Psychiatry,1,149,0.423,0.674,0.354,0.287,0.401,63.82,0.675
C05219,Solo Provider,Therapy,1,93,0.918,0.704,0.43,0.485,0.505,65.22,0.769
C05220,Solo Provider,Counseling,1,135,0.566,0.811,0.392,0.606,0.463,59.8,0.704
C05221,Solo Provider,Psychology,1,69,0.787,0.675,0.438,0.59,0.52,64.67,0.796
C05222,Small Practice,Psychology,2,490,0.579,0.676,0.48,0.385,0.325,104.56,0.618
C05223,Solo Provider,Counseling,1,91,0.579,0.583,0.55,0.636,0.407,83.12,0.871
C05224,Solo Provider,Therapy,1,170,0.724,0.506,0.453,0.281,0.427,65.01,0.751
C05225,Solo Provider,Counseling,1,87,0.643,0.691,0.446,0.405,0.203,47.59,0.836
C05226,Solo Provider,Therapy,1,165,0.969,0.882,0.227,0.619,0.539,76.83,0.741
C05227,Solo Provider,Counseling,1,137,0.802,0.57,0.617,0.488,0.32,78.7,0.865
C05228,Solo Provider,Psychology,1,121,0.35,0.127,0.516,0.399,0.17,90.86,0.763
C05229,Solo Provider,Counseling,1,127,0.833,0.513,0.247,0.408,0.155,50.43,0.643
C05230,Solo Provider,Therapy,1,86,0.536,0.624,0.49,0.378,0.462,63.69,0.734
C05231,Group Practice,Counseling,8,969,0.712,1.0,0.689,0.567,0.32,169.3,0.613
C05232,Group Practice,Counseling,9,1726,0.603,1.0,0.567,0.685,0.482,170.47,0.443
C05233,Solo Provider,Therapy,1,145,0.707,0.397,0.524,0.492,0.425,60.27,0.767
C05234,Solo Provider,Psychology,1,128,0.834,0.985,0.186,0.526,0.287,39.98,0.709
C05235,Small Practice,Counseling,3,276,0.627,0.552,0.675,0.461,0.332,89.99,0.516
C05236,Small Practice,Psychiatry,5,369,0.792,0.882,0.399,0.621,0.597,131.33,0.708
C05237,Solo Provider,Psychiatry,1,78,0.7,0.226,0.528,0.614,0.54,69.03,0.721
C05238,Solo Provider,Psychiatry,1,114,0.461,0.36,0.542,0.727,0.563,95.31,0.844
C05239,Solo Provider,Psychology,1,173,0.835,0.413,0.0,0.43,0.35,57.08,0.823
C05240,Small Practice,Counseling,5,482,0.961,0.783,0.41,0.133,0.279,94.06,0.784
C05241,Solo Provider,Psychology,1,141,0.802,0.765,0.457,0.497,0.268,55.07,1.0
C05242,Solo Provider,Psychology,1,123,0.825,0.761,0.447,0.26,0.196,66.15,0.723
C05243,Solo Provider,Counseling,1,143,0.834,0.707,0.504,0.689,0.055,47.41,0.579
C05244,Solo Provider,Counseling,1,169,0.399,0.648,0.328,0.538,0.347,58.19,0.825
C05245,Solo Provider,Psychiatry,1,69,0.806,0.913,0.655,0.45,0.238,92.45,0.82
C05246,Small Practice,Counseling,3,263,0.826,0.791,0.611,0.752,0.206,106.05,0.554
C05247,Small Practice,Psychiatry,4,367,0.884,0.642,0.66,0.476,0.298,103.35,0.517
C05248,Solo Provider,Psychology,1,143,0.851,0.751,0.473,0.522,0.305,53.87,0.622
C05249,Solo Provider,Psychiatry,1,157,0.818,0.625,0.268,0.744,0.623,78.6,0.92
C05250,Group Practice,Counseling,15,547,0.696,0.679,0.769,0.8,0.688,207.76,0.122
C05251,Solo Provider,Psychology,1,108,0.496,0.686,0.51,0.245,0.272,48.78,0.689
C05252,Solo Provider,Psychology,1,63,0.786,0.538,0.479,0.637,0.303,84.07,0.878
C05253,Solo Provider,Psychiatry,1,170,0.79,0.804,0.524,0.656,0.192,73.24,0.793
C05254,Group Practice,Psychology,12,1107,1.0,0.616,0.363,0.653,0.69,182.44,0.363
C05255,Small Practice,Counseling,3,319,0.691,0.542,0.66,0.904,0.278,101.56,0.519
C05256,Group Practice,Psychiatry,12,1756,0.661,0.716,0.493,0.947,0.522,174.27,0.475
C05257,Small Practice,Counseling,5,332,0.699,0.669,0.654,0.273,0.297,104.02,0.581
C05258,Solo Provider,Psychiatry,1,111,0.531,0.633,0.368,0.489,0.252,65.38,0.699
C05259,Solo Provider,Therapy,1,68,0.822,0.85,0.65,0.485,0.649,64.87,0.876
C05260,Solo Provider,Psychology,1,70,0.6,0.677,0.597,0.473,0.222,51.4,0.879
C05261,Small Practice,Psychology,5,229,0.706,0.408,0.792,0.563,0.262,85.41,0.655
C05262,Small Practice,Psychiatry,5,496,0.829,1.0,0.54,0.448,0.471,116.32,0.794
C05263,Solo Provider,Psychology,1,150,0.814,0.741,0.255,0.264,0.131,45.09,0.68
C05264,Group Practice,Psychology,8,1092,0.594,0.668,0.533,0.629,0.505,177.52,0.324
C05265,Solo Provider,Counseling,1,70,0.598,0.522,0.419,0.65,0.274,69.98,0.809
C05266,Solo Provider,Counseling,1,154,0.73,0.397,0.484,0.356,0.104,52.43,0.754
C05267,Solo Provider,Counseling,1,82,1.0,0.826,0.583,0.443,0.34,62.9,1.0
C05268,Group Practice,Psychiatry,8,1668,0.976,0.52,0.592,0.593,0.361,156.56,0.527
C05269,Group Practice,Therapy,15,1406,0.764,0.812,0.646,0.746,0.774,180.17,0.309
C05270,Solo Provider,Therapy,1,127,0.823,0.674,0.603,0.45,0.558,63.0,0.793
C05271,Large Practice,Psychology,30,1871,0.824,0.569,0.835,0.962,0.74,296.33,0.332
C05272,Group Practice,Psychology,7,1389,0.397,0.487,0.593,0.763,0.456,149.58,0.522
C05273,Group Practice,Psychology,9,1567,0.742,0.639,0.699,0.564,0.475,167.37,0.515
C05274,Group Practice,Therapy,9,1759,0.77,0.477,0.798,0.295,0.467,193.61,0.613
C05275,Solo Provider,Psychology,1,157,0.686,0.849,0.581,0.428,0.438,50.97,0.714
C05276,Small Practice,Counseling,5,228,0.784,0.437,0.504,0.358,0.371,111.32,0.606
C05277,Small Practice,Psychology,5,383,0.511,0.959,0.599,0.712,0.531,118.47,0.744
C05278,Small Practice,Psychology,4,166,0.719,0.571,0.643,0.503,0.44,111.38,0.687
C05279,Solo Provider,Therapy,1,165,0.73,0.466,0.492,0.645,0.638,83.53,0.858
C05280,Small Practice,Psychiatry,5,590,0.781,0.449,0.705,0.379,0.293,123.97,0.725
C05281,Large Practice,Psychology,39,4371,0.647,0.472,0.971,0.989,1.0,336.4,0.197
C05282,Solo Provider,Psychology,1,164,0.896,0.989,0.216,0.375,0.406,61.21,0.8
C05283,Large Practice,Psychology,17,4288,0.55,1.0,0.491,0.439,0.478,253.21,0.319
C05284,Solo Provider,Psychology,1,101,0.594,0.666,0.478,0.78,0.635,85.53,0.785
C05285,Solo Provider,Psychology,1,96,0.724,0.789,0.523,0.637,0.496,74.71,0.842
C05286,Solo Provider,Psychiatry,1,107,0.68,0.546,0.232,0.584,0.472,58.94,0.628
C05287,Small Practice,Psychology,4,494,0.678,0.66,0.647,0.53,0.48,111.61,0.542
C05288,Small Practice,Psychiatry,5,439,0.505,0.559,0.607,0.569,0.322,108.4,0.738
C05289,Solo Provider,Psychiatry,1,176,0.857,0.49,0.68,0.781,0.505,82.2,0.849
C05290,Small Practice,Psychiatry,3,270,0.494,0.542,0.479,0.361,0.619,122.45,0.7
C05291,Solo Provider,Psychology,1,174,0.49,0.885,0.397,0.744,0.594,86.63,0.935
C05292,Solo Provider,Counseling,1,114,0.765,0.648,0.748,0.558,0.31,84.37,0.844
C05293,Group Practice,Psychology,7,578,0.537,0.844,0.658,0.525,0.352,184.68,0.593
C05294,Small Practice,Therapy,2,477,0.504,0.612,0.489,0.779,0.507,105.94,0.628
C05295,Small Practice,Psychology,4,587,0.812,0.952,0.728,0.76,0.307,99.95,0.58
C05296,Small Practice,Psychiatry,3,336,0.63,0.757,0.606,0.578,0.54,89.62,0.588
C05297,Large Practice,Therapy,39,3060,0.83,0.987,1.0,0.94,1.0,344.66,0.165
C05298,Solo Provider,Therapy,1,73,0.825,0.313,0.541,0.833,0.419,69.82,0.796
C05299,Solo Provider,Counseling,1,81,0.599,0.675,0.29,0.597,0.542,73.91,0.762
C05300,Solo Provider,Psychiatry,1,126,0.736,0.647,0.532,0.675,0.438,78.67,0.891
C05301,Small Practice,Therapy,3,181,0.755,0.719,0.606,0.532,0.479,84.8,0.566
C05302,Small Practice,Therapy,3,253,0.588,1.0,0.382,0.674,0.304,90.0,0.652
C05303,Small Practice,Psychology,5,541,0.749,0.586,0.643,0.78,0.207,96.71,0.759
C05304,Solo Provider,Counseling,1,173,0.65,0.398,0.259,0.181,0.307,51.89,0.806
C05305,Solo Provider,Psychiatry,1,87,0.406,0.652,0.583,0.554,0.648,75.58,0.796
C05306,Small Practice,Therapy,5,194,0.583,0.62,0.651,0.709,0.494,116.83,0.808
C05307,Large Practice,Psychiatry,19,2596,0.925,0.521,0.949,0.562,0.652,273.63,0.116
C05308,Solo Provider,Psychology,1,67,0.899,0.481,0.423,0.474,0.336,66.24,0.695
C05309,Solo Provider,Therapy,1,148,0.625,0.691,0.498,0.445,0.41,71.88,0.762
C05310,Solo Provider,Psychiatry,1,134,0.689,0.397,0.195,0.149,0.306,46.62,0.883
C05311,Solo Provider,Therapy,1,97,0.602,0.5,0.795,0.376,0.165,64.37,0.711
C05312,Solo Provider,Psychiatry,1,122,0.614,0.701,0.355,0.412,0.262,70.54,0.791
C05313,Solo Provider,Therapy,1,123,0.911,0.414,0.309,0.356,0.367,54.58,0.692
C05314,Small Practice,Therapy,4,507,0.861,0.775,0.558,0.435,0.425,114.13,0.764
C05315,Solo Provider,Therapy,1,110,0.833,0.821,0.416,0.62,0.311,84.01,0.86
C05316,Solo Provider,Psychology,1,60,0.789,0.721,0.673,0.365,0.585,74.1,0.813
C05317,Solo Provider,Psychiatry,1,101,0.632,0.439,0.686,0.581,0.313,63.66,0.835
C05318,Group Practice,Counseling,7,1081,0.673,0.397,0.591,0.854,0.38,161.21,0.529
C05319,Solo Provider,Psychiatry,1,158,0.568,0.761,0.667,0.545,0.448,68.14,0.853
C05320,Solo Provider,Therapy,1,75,0.896,0.557,0.229,0.355,0.46,65.55,0.761
C05321,Solo Provider,Therapy,1,103,0.727,0.847,0.694,0.347,0.508,56.74,0.82
C05322,Small Practice,Counseling,2,594,0.977,0.517,0.446,0.251,0.368,119.87,0.666
C05323,Group Practice,Psychology,7,1382,0.845,0.704,0.89,0.614,0.468,179.87,0.535
C05324,Solo Provider,Psychiatry,1,86,0.84,0.751,0.244,0.601,0.443,72.36,0.726
C05325,Solo Provider,Psychology,1,156,0.738,0.773,0.609,0.631,0.235,80.62,0.653
C05326,Solo Provider,Psychology,1,119,0.761,0.739,0.717,0.239,0.638,81.84,0.744
C05327,Small Practice,Therapy,4,488,0.648,0.378,0.409,0.627,0.475,95.41,0.745
C05328,Group Practice,Psychology,8,1608,0.71,0.764,0.647,0.516,0.532,181.54,0.496
C05329,Solo Provider,Therapy,1,84,0.605,0.44,0.658,0.293,0.523,59.07,0.709
C05330,Solo Provider,Therapy,1,65,0.688,0.389,0.319,0.228,0.468,61.08,0.799
C05331,Small Practice,Psychology,4,264,0.697,0.563,0.653,0.248,0.206,100.99,0.786
C05332,Small Practice,Psychiatry,3,413,0.748,0.364,0.69,0.692,0.719,96.53,0.62
C05333,Solo Provider,Therapy,1,127,0.622,0.719,0.19,0.511,0.216,77.44,0.749
C05334,Solo Provider,Therapy,1,172,0.85,0.781,0.56,0.467,0.361,54.69,0.643
C05335,Solo Provider,Psychology,1,176,0.532,0.774,0.458,0.461,0.277,72.21,0.845
C05336,Small Practice,Psychology,3,255,0.832,0.492,0.416,0.504,0.452,100.57,0.681
C05337,Small Practice,Therapy,2,277,0.68,0.399,0.681,0.691,0.179,114.59,0.668
C05338,Small Practice,Psychiatry,2,375,0.816,0.85,0.52,0.888,0.483,107.74,0.66
C05339,Group Practice,Psychiatry,6,684,0.615,0.45,0.405,0.548,0.578,165.59,0.483
C05340,Solo Provider,Counseling,1,105,1.0,0.953,0.328,0.632,0.19,52.03,0.827
C05341,Solo Provider,Counseling,1,115,0.794,0.568,0.303,0.395,0.226,75.4,0.841
C05342,Solo Provider,Psychiatry,1,178,0.67,0.835,0.379,0.495,0.636,84.46,0.782
C05343,Group Practice,Psychology,10,1357,0.697,0.496,0.61,0.661,0.643,175.85,0.392
C05344,Small Practice,Counseling,3,430,0.519,0.204,0.397,0.64,0.416,99.29,0.554
C05345,Solo Provider,Psychiatry,1,111,0.465,0.589,0.577,0.465,0.141,49.35,0.973
C05346,Solo Provider,Therapy,1,107,0.756,0.8,0.528,0.472,0.096,49.8,0.917
C05347,Small Practice,Psychiatry,4,408,0.867,0.43,0.325,0.481,0.56,105.26,0.59
C05348,Small Practice,Psychology,3,342,0.818,0.536,0.387,0.36,0.245,91.45,0.756
C05349,Small Practice,Counseling,4,260,0.449,0.601,0.387,0.376,0.306,82.66,0.662
C05350,Solo Provider,Psychiatry,1,75,0.833,0.55,0.305,0.691,0.355,74.19,0.783
C05351,Group Practice,Therapy,7,673,0.71,0.367,0.429,0.901,0.32,187.58,0.457
C05352,Small Practice,Therapy,2,388,0.744,0.506,0.387,0.471,0.437,99.47,0.777
C05353,Small Practice,Psychiatry,2,558,0.686,0.744,0.531,0.482,0.218,94.06,0.758
C05354,Small Practice,Therapy,3,396,0.599,0.524,0.57,0.321,0.229,105.14,0.801
C05355,Group Practice,Therapy,10,1348,0.539,0.69,0.589,0.545,0.517,148.85,0.307
C05356,Group Practice,Psychology,11,1620,0.724,0.695,0.73,0.719,0.771,186.79,0.568
C05357,Small Practice,Counseling,5,349,0.734,0.374,0.663,0.66,0.191,99.64,0.805
C05358,Solo Provider,Therapy,1,106,0.681,0.624,0.439,0.919,0.329,72.03,0.768
C05359,Solo Provider,Psychology,1,76,0.744,0.502,0.54,0.335,0.28,56.62,0.7
C05360,Group Practice,Psychology,9,1043,0.333,0.592,0.355,0.903,0.458,174.56,0.521
C05361,Small Practice,Psychology,5,529,0.637,0.783,0.626,0.707,0.342,102.59,0.708
C05362,Solo Provider,Counseling,1,102,0.852,0.826,0.259,0.559,0.204,51.22,0.883
C05363,Solo Provider,Counseling,1,161,0.811,0.662,0.594,0.562,0.603,69.93,0.69
C05364,Group Practice,Psychiatry,7,1178,0.656,0.436,0.347,0.32,0.405,164.28,0.475
C05365,Group Practice,Counseling,15,1492,0.842,0.447,0.564,0.713,0.651,185.58,0.588
C05366,Large Practice,Therapy,18,4549,0.679,0.714,0.778,0.712,0.528,273.67,0.328
C05367,Solo Provider,Counseling,1,103,0.716,0.153,0.439,0.627,0.221,55.1,0.907
C05368,Small Practice,Therapy,2,339,0.731,0.484,0.617,0.739,0.221,123.42,0.631
C05369,Group Practice,Therapy,6,926,0.458,0.86,0.027,0.676,0.329,161.05,0.496
C05370,Solo Provider,Therapy,1,154,0.788,0.561,0.375,0.67,0.369,66.29,0.743
C05371,Solo Provider,Therapy,1,75,0.66,0.588,0.531,0.364,0.596,46.93,0.822
C05372,Large Practice,Psychiatry,28,1626,0.56,0.645,0.847,0.951,0.954,319.52,0.322
C05373,Solo Provider,Psychology,1,150,0.905,0.901,0.516,0.59,0.511,68.7,0.768
C05374,Small Practice,Psychology,3,549,0.744,0.566,0.387,0.36,0.256,88.16,0.586
C05375,Small Practice,Therapy,3,310,0.584,0.739,0.79,0.748,0.245,90.71,0.62
C05376,Small Practice,Psychiatry,5,301,0.738,0.681,0.368,0.45,0.583,96.91,0.69
C05377,Solo Provider,Therapy,1,96,0.507,0.637,0.447,0.293,0.322,54.02,0.752
C05378,Small Practice,Therapy,2,385,0.741,0.666,0.668,0.558,0.507,106.92,0.518
C05379,Solo Provider,Psychology,1,129,0.809,0.696,0.701,0.354,0.261,65.2,0.834
C05380,Group Practice,Psychology,7,668,0.756,0.561,0.623,0.295,0.432,165.68,0.466
C05381,Solo Provider,Therapy,1,113,0.805,0.606,0.532,0.5,0.478,38.92,0.646
C05382,Small Practice,Psychiatry,3,520,0.615,0.343,0.471,0.448,0.459,93.95,0.699
C05383,Small Practice,Counseling,4,179,0.518,0.227,0.532,0.504,0.138,74.78,0.711
C05384,Solo Provider,Psychology,1,110,0.815,0.696,0.495,0.431,0.393,60.15,0.851
C05385,Solo Provider,Therapy,1,93,0.53,0.792,0.743,0.766,0.0,59.58,0.925
C05386,Small Practice,Counseling,3,581,0.544,0.447,0.487,0.468,0.351,112.51,0.744
C05387,Solo Provider,Therapy,1,72,0.946,0.428,0.374,0.943,0.423,76.99,0.734
C05388,Solo Provider,Psychiatry,1,89,0.806,0.711,0.657,0.365,0.27,56.67,0.711
C05389,Solo Provider,Psychology,1,64,0.54,0.702,0.56,0.304,0.273,59.81,0.749
C05390,Group Practice,Psychology,9,1331,0.836,0.826,0.464,0.726,0.718,182.31,0.571
C05391,Small Practice,Therapy,5,509,0.489,0.576,0.301,0.754,0.4,97.66,0.641
C05392,Solo Provider,Counseling,1,75,0.488,0.778,0.54,0.671,0.105,63.29,0.932
C05393,Large Practice,Therapy,20,2671,0.305,0.724,0.739,0.702,0.695,252.48,0.24
C05394,Solo Provider,Psychology,1,124,0.704,0.886,0.631,0.551,0.295,78.15,1.0
C05395,Solo Provider,Psychiatry,1,178,0.789,0.41,0.503,0.302,0.68,61.71,0.716
C05396,Solo Provider,Counseling,1,80,0.644,0.771,0.465,0.519,0.476,78.47,0.648
C05397,Solo Provider,Counseling,1,85,0.72,0.523,0.485,0.531,0.0,74.72,0.937
C05398,Solo Provider,Counseling,1,73,0.587,0.894,0.565,0.578,0.433,58.42,0.837
C05399,Small Practice,Counseling,5,496,0.85,0.768,0.568,0.45,0.588,129.09,0.553
C05400,Solo Provider,Psychology,1,85,0.591,0.493,0.47,0.548,0.383,70.98,0.668
C05401,Small Practice,Therapy,3,253,0.688,0.372,0.463,0.343,0.114,111.36,0.595
C05402,Solo Provider,Psychology,1,178,0.659,0.778,0.557,0.263,0.648,80.89,0.82
C05403,Solo Provider,Psychiatry,1,105,0.611,0.298,0.447,0.325,0.544,64.32,0.658
C05404,Solo Provider,Psychology,1,148,0.764,0.56,0.198,0.256,0.254,56.92,0.659
C05405,Small Practice,Therapy,5,229,0.506,0.394,0.286,0.55,0.33,98.51,0.653
C05406,Small Practice,Psychology,3,172,0.797,0.385,0.593,0.603,0.374,103.44,0.569
C05407,Solo Provider,Psychiatry,1,107,0.767,0.398,0.556,0.808,0.358,76.86,0.93
C05408,Solo Provider,Psychology,1,114,0.595,0.589,0.318,0.672,0.256,69.65,0.976
C05409,Solo Provider,Psychiatry,1,92,0.759,0.412,0.565,0.475,0.283,50.06,0.734
C05410,Group Practice,Psychiatry,10,1638,0.675,0.414,0.677,0.982,0.316,196.74,0.439
C05411,Solo Provider,Therapy,1,87,0.766,0.721,0.564,0.824,0.1,63.07,0.819
C05412,Small Practice,Counseling,4,177,0.707,0.597,0.347,0.375,0.741,120.67,0.512
C05413,Solo Provider,Therapy,1,135,0.545,0.667,0.76,0.647,0.152,67.29,0.766
C05414,Solo Provider,Therapy,1,102,0.707,0.621,0.723,0.781,0.473,44.09,0.737
C05415,Small Practice,Psychiatry,2,384,0.468,0.639,0.621,0.86,0.577,111.0,0.579
C05416,Solo Provider,Therapy,1,112,0.76,0.369,0.334,0.439,0.687,52.86,0.839
C05417,Solo Provider,Counseling,1,133,0.767,0.605,0.412,0.636,0.578,68.66,0.922
C05418,Large Practice,Psychiatry,40,2532,0.654,0.84,0.992,0.653,1.0,315.94,0.353
C05419,Solo Provider,Therapy,1,121,0.978,0.552,0.678,0.284,0.409,67.58,0.719
